,sample_name,area,x,y,experiment,layer,x_um,y_um,rotated_x,rotated_y,xc_adjusted,yc_adjusted
64,746,134.8,176.15051,800.3962,BARISTAseq,L2/3,176.15051,800.3962,85.909921,1054.5595987,90.909921,1059.5595987
65,747,30.25,171.19562,822.0818,BARISTAseq,L2/3,171.19562,822.0818,102.217425,1069.6883533,107.217425,1074.6883533
66,748,35.81,174.59643,903.5707,BARISTAseq,L2/3,174.59643,903.5707,174.50105,1107.4651019,179.50105,1112.4651019
67,749,30.57,178.27193,932.7326,BARISTAseq,L2/3,178.27193,932.7326,201.597313,1118.8545474,206.597313,1123.8545474
68,752,54.8,175.65419,1208.1884,BARISTAseq,L1,175.65419,1208.1884,438.883791,1258.7755976,443.883791,1263.7755976
69,753,29.93,174.73142,1214.3704,BARISTAseq,L1,174.73142,1214.3704,443.777333,1262.6641811,448.777333,1267.6641811
70,782,23.78,182.48663,789.8097,BARISTAseq,L2/3,182.48663,789.8097,79.90638,1043.7809341,84.90638,1048.7809341
71,783,85.74,186.09886,794.691,BARISTAseq,L2/3,186.09886,794.691,85.93966,1043.0914603,90.93966,1048.0914603
72,784,174.3,181.59106,847.1412,BARISTAseq,L2/3,181.59106,847.1412,129.118347,1073.2069767,134.118347,1078.2069767
73,785,39.75,183.57866,883.2981,BARISTAseq,L2/3,183.57866,883.2981,161.430048,1089.5540626,166.430048,1094.5540626
74,815,125.9,186.43511,815.6979,BARISTAseq,L2/3,186.43511,815.6979,104.303474,1053.2979803,109.303474,1058.2979803
75,816,174.1,184.79712,835.1607,BARISTAseq,L2/3,184.79712,835.1607,120.34317,1064.442895,125.34317,1069.442895
76,817,61.01,190.30025,882.1278,BARISTAseq,L2/3,190.30025,882.1278,163.775271,1083.1470722,168.775271,1088.1470722
77,818,63.74,184.06498,902.9983,BARISTAseq,L2/3,184.06498,902.9983,178.736969,1098.977572,183.736969,1103.977572
78,820,105.4,189.2687,1028.9377,BARISTAseq,L2/3,189.2687,1028.9377,290.423769,1157.4059453,295.423769,1162.4059453
79,823,60.38,184.71185,1202.979,BARISTAseq,L1,184.71185,1202.979,438.897818,1248.3266802,443.897818,1253.3266802
80,824,29.36,186.86922,1234.0626,BARISTAseq,L1,186.86922,1234.0626,466.899977,1261.9914409,471.899977,1266.9914409
81,849,155.9,200.55394,758.0139,BARISTAseq,L2/3,200.55394,758.0139,61.394277,1012.2420778,66.394277,1017.2420778
82,850,69.72,196.45083,765.7614,BARISTAseq,L2/3,196.45083,765.7614,66.054543,1019.6677598,71.054543,1024.6677598
83,851,42.21,198.0361,795.8802,BARISTAseq,L2/3,198.0361,795.8802,92.935137,1033.3459268,97.935137,1038.3459268
84,852,33.33,194.56406,813.0525,BARISTAseq,L2/3,194.56406,813.0525,106.074382,1044.9348625,111.074382,1049.9348625
85,854,138.9,194.4362,907.3354,BARISTAseq,L2/3,194.4362,907.3354,187.676517,1092.1616185,192.676517,1097.1616185
86,856,106.8,195.72358,937.302,BARISTAseq,L2/3,195.72358,937.302,214.276315,1106.0216936,219.276315,1111.0216936
87,857,58.85,198.92367,958.018,BARISTAseq,L2/3,198.92367,958.018,233.819377,1113.6022986,238.819377,1118.6022986
88,858,39.45,192.84119,977.7858,BARISTAseq,L2/3,192.84119,977.7858,247.902217,1128.7493556,252.902217,1133.7493556
89,860,51.68,199.70268,1046.0313,BARISTAseq,L2/3,199.70268,1046.0313,310.444111,1156.91043,315.444111,1161.91043
90,861,39.27,194.74441,1060.5824,BARISTAseq,L2/3,194.74441,1060.5824,320.570209,1168.4768236,325.570209,1173.4768236
91,888,81.1,204.07921,817.6369,BARISTAseq,L2/3,204.07921,817.6369,114.800268,1038.9839653,119.800268,1043.9839653
92,889,40.59,203.74089,823.8265,BARISTAseq,L2/3,203.74089,823.8265,119.992505,1042.3701339,124.992505,1047.3701339
93,890,70.03,202.13749,892.0646,BARISTAseq,L2/3,202.13749,892.0646,178.297838,1077.8596373,183.297838,1082.8596373
94,891,122.8,202.64626,917.0662,BARISTAseq,L2/3,202.64626,917.0662,200.207932,1089.9129642,205.207932,1094.9129642
95,892,58.71,202.9713,944.5075,BARISTAseq,L2/3,202.9713,944.5075,224.139543,1103.3446947,229.139543,1108.3446947
96,893,100.7,197.99253,950.8308,BARISTAseq,L2/3,197.99253,950.8308,227.128583,1110.8171342,232.128583,1115.8171342
97,894,52.68,201.19974,968.2201,BARISTAseq,L2/3,201.19974,968.2201,243.793656,1116.7290938,248.793656,1121.7290938
98,895,80.76,201.78072,981.0709,BARISTAseq,L2/3,201.78072,981.0709,255.21509,1122.6477919,260.21509000000003,1127.6477919
99,896,20.35,196.93138,1018.3381,BARISTAseq,L2/3,196.93138,1018.3381,285.071861,1145.4717338,290.071861,1150.4717338
100,918,47.88,206.57911,792.5909,BARISTAseq,L2/3,206.57911,792.5909,94.355186,1024.3023601,99.355186,1029.3023601
101,919,24.98,208.07691,813.6493,BARISTAseq,L2/3,208.07691,813.6493,113.34405,1033.5285045,118.34405,1038.5285045
102,920,27.34,211.28427,827.1874,BARISTAseq,L2/3,211.28427,827.1874,126.673344,1037.5157654,131.673344,1042.5157654
103,921,71.61,203.51613,829.3059,BARISTAseq,L2/3,203.51613,829.3059,124.626358,1045.3030523,129.62635799999998,1050.3030523
104,922,158.8,208.50506,886.4993,BARISTAseq,L2/3,208.50506,886.4993,176.659278,1069.5629869,181.659278,1074.5629869
105,923,79.88,209.40139,971.7219,BARISTAseq,L2/3,209.40139,971.7219,250.925462,1111.37494,255.925462,1116.37494
106,924,30.71,208.06891,990.8608,BARISTAseq,L2/3,208.06891,990.8608,266.837329,1122.0933916,271.837329,1127.0933916
107,925,47.01,208.18077,1045.2551,BARISTAseq,L2/3,208.18077,1045.2551,314.008546,1149.1789818,319.008546,1154.1789818
108,926,149.1,206.31957,1072.6603,BARISTAseq,L2/3,206.31957,1072.6603,336.816266,1164.4862989,341.816266,1169.4862989
109,927,36.03,206.7234,1167.1709,BARISTAseq,L1,206.7234,1167.1709,418.881353,1211.3663043,423.881353,1216.3663043
110,928,106.0,205.00705,1193.6776,BARISTAseq,L1,205.00705,1193.6776,440.983255,1226.0991755,445.983255,1231.0991755
111,950,75.42,215.45351,751.5798,BARISTAseq,L2/3,215.45351,751.5798,63.266928,996.1210241,68.26692800000001,1001.1210241
112,951,82.75,211.32309,810.1463,BARISTAseq,L2/3,211.32309,810.1463,111.932027,1028.9661644,116.932027,1033.9661644
113,952,140.6,215.82099,821.9122,BARISTAseq,L2/3,215.82099,821.9122,124.371163,1030.949951,129.371163,1035.949951
114,954,38.58,216.25745,893.3042,BARISTAseq,L2/3,216.25745,893.3042,186.427691,1066.2486444,191.427691,1071.2486444
115,955,69.26,209.36364,912.5582,BARISTAseq,L2/3,209.36364,912.5582,199.660113,1081.8417407,204.660113,1086.8417407
116,956,65.69,212.60145,929.3045,BARISTAseq,L2/3,212.60145,929.3045,215.783478,1087.40585,220.783478,1092.40585
117,957,71.83,211.84451,957.8434,BARISTAseq,L2/3,211.84451,957.8434,240.125047,1102.3232394,245.125047,1107.3232394
118,958,26.83,211.436,981.9343,BARISTAseq,L2/3,211.436,981.9343,260.787955,1114.716016,265.787955,1119.716016
119,959,90.56,215.69053,988.4316,BARISTAseq,L2/3,215.69053,988.4316,268.541902,1114.2777162,273.541902,1119.2777162
120,960,49.33,211.03417,1023.0513,BARISTAseq,L2/3,211.03417,1023.0513,296.201895,1135.6114735,301.201895,1140.6114735
121,961,95.89,210.40515,1032.0653,BARISTAseq,L2/3,210.40515,1032.0653,303.69533,1140.6608955,308.69533,1145.6608955
122,962,20.97,213.33122,1085.0544,BARISTAseq,L2/3,213.33122,1085.0544,351.055798,1164.6066788,356.055798,1169.6066788
123,984,110.4,219.81089,736.5835,BARISTAseq,L2/3,219.81089,736.5835,52.454971,984.8526573,57.454971,989.8526573
124,985,57.84,219.06632,746.0738,BARISTAseq,L2/3,219.06632,746.0738,60.303209,990.2401879,65.30320900000001,995.2401879
125,986,39.56,219.21177,764.0707,BARISTAseq,L2/3,219.21177,764.0707,75.964392,999.1077528,80.964392,1004.1077528
126,987,97.28,215.35286,769.4131,BARISTAseq,L2/3,215.35286,769.4131,78.663475,1005.1200317,83.663475,1010.1200317
127,988,291.6,220.89177,789.174,BARISTAseq,L2/3,220.89177,789.174,98.548027,1010.1974874,103.548027,1015.1974874
128,989,138.3,222.16194,837.626,BARISTAseq,L2/3,222.16194,837.626,141.150976,1033.3102258,146.150976,1038.3102258
129,990,81.61,216.67709,859.6837,BARISTAseq,L2/3,216.67709,859.6837,157.515924,1049.0839551,162.515924,1054.0839551
130,991,90.63,224.08265,862.1653,BARISTAseq,L2/3,224.08265,862.1653,163.36628,1043.909562,168.36628,1048.909562
131,992,151.0,215.40386,875.1716,BARISTAseq,L2/3,215.40386,875.1716,170.294971,1057.9265696,175.294971,1062.9265696
132,993,22.8,220.71046,887.1377,BARISTAseq,L2/3,220.71046,887.1377,183.311655,1059.3099246,188.311655,1064.3099246
133,994,138.5,221.51011,906.1375,BARISTAseq,L2/3,221.51011,906.1375,200.168594,1068.1120903,205.168594,1073.1120903
134,995,108.4,222.50642,929.5188,BARISTAseq,L2/3,222.50642,929.5188,220.918922,1078.9334466,225.918922,1083.9334466
135,996,101.9,222.13956,938.0706,BARISTAseq,L2/3,222.13956,938.0706,228.142987,1083.5248012,233.142987,1088.5248012
136,997,100.9,220.33341,956.2817,BARISTAseq,L2/3,220.33341,956.2817,243.014502,1094.1898901,248.014502,1099.1898901
137,998,27.15,215.62004,973.1395,BARISTAseq,L2/3,215.62004,973.1395,255.260947,1106.6968516,260.260947,1111.6968516
138,999,38.27,219.72545,983.5182,BARISTAseq,L2/3,219.72545,983.5182,266.302398,1108.3273745,271.302398,1113.3273745
139,1000,22.55,220.06548,999.986,BARISTAseq,L2/3,220.06548,999.986,280.736467,1116.2623376,285.736467,1121.2623376
140,1001,30.52,216.03762,1033.6596,BARISTAseq,L2/3,216.03762,1033.6596,307.891035,1136.5789018,312.891035,1141.5789018
141,1002,119.4,215.44278,1067.9974,BARISTAseq,L2/3,215.44278,1067.9974,337.336508,1154.253756,342.336508,1159.253756
142,1031,68.07,226.57297,765.6934,BARISTAseq,L2/3,226.57297,765.6934,81.04862,993.5425703,86.04862,998.5425703
143,1033,133.5,223.90392,850.6722,BARISTAseq,L2/3,223.90392,850.6722,153.321835,1038.3209218,158.321835,1043.3209218
144,1034,104.3,226.60203,883.0395,BARISTAseq,L2/3,226.60203,883.0395,182.706107,1052.158782,187.706107,1057.158782
145,1035,112.7,222.45411,917.8393,BARISTAseq,L2/3,222.45411,917.8393,210.776161,1073.1421266,215.776161,1078.1421266
146,1036,125.7,228.13997,947.3269,BARISTAseq,L2/3,228.13997,947.3269,239.159157,1082.9529929,244.159157,1087.9529929
147,1037,42.4,225.44664,969.729,BARISTAseq,L2/3,225.44664,969.729,257.217517,1096.4809238,262.217517,1101.4809238
148,1038,101.4,223.88287,1004.8384,BARISTAseq,L2/3,223.88287,1004.8384,286.847153,1115.3806605,291.847153,1120.3806605
149,1039,101.0,223.69015,1014.9351,BARISTAseq,L2/3,223.69015,1014.9351,295.496428,1120.5932232,300.496428,1125.5932232
150,1040,129.7,227.48799,1114.0564,BARISTAseq,L2/3,227.48799,1114.0564,383.251351,1166.8375322,388.251351,1171.8375322
151,1058,119.3,231.02574,732.6036,BARISTAseq,L2/3,231.02574,732.6036,54.612038,973.1496808,59.612038,978.1496808
152,1059,46.69,231.96431,744.5209,BARISTAseq,L2/3,231.96431,744.5209,65.403608,978.2921443,70.403608,983.2921443
153,1060,89.7,229.12858,750.9037,BARISTAseq,L2/3,229.12858,750.9037,69.515151,983.9380639,74.515151,988.9380639
154,1061,63.56,233.44244,760.8352,BARISTAseq,L2/3,233.44244,760.8352,80.27337,985.1645404,85.27337,990.1645404
155,1062,47.96,233.62639,768.9247,BARISTAseq,L2/3,233.62639,768.9247,87.372294,989.0477925,92.372294,994.0477925
156,1063,115.4,235.04903,788.4953,BARISTAseq,L2/3,235.04903,788.4953,105.034953,997.5955674,110.034953,1002.5955674
157,1064,28.42,231.32515,852.0586,BARISTAseq,L2/3,231.32515,852.0586,158.231337,1032.5856253,163.231337,1037.5856253
158,1065,84.57,235.40889,885.4822,BARISTAseq,L2/3,235.40889,885.4822,189.222949,1045.7511239,194.222949,1050.7511239
159,1066,88.68,233.00543,969.016,BARISTAseq,L2/3,233.00543,969.016,260.377325,1089.5773552,265.377325,1094.5773552
160,1067,47.44,230.82498,975.5483,BARISTAseq,L2/3,230.82498,975.5483,264.945796,1094.730378,269.945796,1099.730378
161,1068,38.68,230.66353,1017.4111,BARISTAseq,L2/3,230.66353,1017.4111,301.125847,1115.7903161,306.125847,1120.7903161
162,1069,34.14,231.0066,1032.802,BARISTAseq,L2/3,231.0066,1032.802,314.628639,1123.184474,319.628639,1128.184474
163,1070,228.2,233.21348,1062.4766,BARISTAseq,L2/3,233.21348,1062.4766,341.43505,1136.1021994,346.43505,1141.1021994
164,1071,57.11,231.59566,1145.7596,BARISTAseq,L1,231.59566,1145.7596,412.764785,1179.122591,417.764785,1184.122591
165,1073,34.72,230.20103,1168.4923,BARISTAseq,L1,230.20103,1168.4923,431.758431,1191.6907841,436.758431,1196.6907841
166,1105,109.4,236.70669,720.0456,BARISTAseq,L2/3,236.70669,720.0456,46.573468,961.9533302,51.573468,966.9533302
167,1107,38.4,237.00923,796.7452,BARISTAseq,L2/3,237.00923,796.7452,113.160359,1000.0203638,118.160359,1005.0203638
168,1108,94.28,235.7488,843.9416,BARISTAseq,L2/3,235.7488,843.9416,153.411168,1024.6976227,158.411168,1029.6976227
169,1109,55.97,236.59957,870.4705,BARISTAseq,L2/3,236.59957,870.4705,176.815177,1037.2180065,181.815177,1042.2180065
170,1110,19.69,237.34936,900.6779,BARISTAseq,L2/3,237.34936,900.6779,203.354926,1051.6640941,208.354926,1056.6640941
171,1111,152.0,234.53883,907.1077,BARISTAseq,L2/3,234.53883,907.1077,207.519795,1057.3116926,212.519795,1062.3116926
172,1112,52.6,232.80129,938.2527,BARISTAseq,L2/3,232.80129,938.2527,233.628715,1074.3808256,238.628715,1079.3808256
173,1113,152.6,241.39233,975.8856,BARISTAseq,L2/3,241.39233,975.8856,270.51875,1085.7456808,275.51875,1090.7456808
174,1114,82.55,234.89247,983.9041,BARISTAseq,L2/3,234.89247,983.9041,274.21613,1095.382866,279.21613,1100.382866
175,1116,179.4,231.85972,994.3204,BARISTAseq,L2/3,231.85972,994.3204,281.722918,1103.2150931,286.722918,1108.2150931
176,1117,20.02,236.28896,1051.1648,BARISTAseq,L2/3,236.28896,1051.1648,333.173888,1127.7854345,338.173888,1132.7854345
177,1118,63.08,237.38342,1119.2544,BARISTAseq,L2/3,237.38342,1119.2544,392.698803,1160.8638922,397.698803,1165.8638922
178,1142,182.7,242.51743,749.9806,BARISTAseq,L2/3,242.51743,749.9806,75.406366,971.8795896,80.406366,976.8795896
179,1143,50.2,246.83168,779.4126,BARISTAseq,L2/3,246.83168,779.4126,103.055844,982.8507719,108.055844,987.8507719
180,1144,50.97,248.07706,810.2038,BARISTAseq,L2/3,248.07706,810.2038,130.348936,997.1593286,135.348936,1002.1593286
181,1145,80.39,243.16956,898.1146,BARISTAseq,L2/3,243.16956,898.1146,204.043122,1045.3417617,209.043122,1050.3417617
182,1146,23.52,242.83041,905.7557,BARISTAseq,L2/3,242.83041,905.7557,210.492286,1049.4540577,215.492286,1054.4540577
183,1147,142.3,241.45222,944.1577,BARISTAseq,L2/3,241.45222,944.1577,243.066582,1069.8384217,248.066582,1074.8384217
184,1148,17.53,242.45757,954.0408,BARISTAseq,L2/3,242.45757,954.0408,252.129582,1073.9065103,257.129582,1078.9065103
185,1149,26.09,245.47707,985.2016,BARISTAseq,L2/3,245.47707,985.2016,280.629392,1086.8630611,285.629392,1091.8630611
186,1150,78.0,245.27782,998.8955,BARISTAseq,L2/3,245.27782,998.8955,292.391213,1093.8789015,297.391213,1098.8789015
187,1151,41.4,243.37465,993.1623,BARISTAseq,L2/3,243.37465,993.1623,286.474159,1092.6623454,291.474159,1097.6623454
188,1152,75.84,245.72842,1042.6246,BARISTAseq,L2/3,245.72842,1042.6246,330.493751,1115.3413774,335.493751,1120.3413774
189,1153,31.59,243.78263,1088.0707,BARISTAseq,L2/3,243.78263,1088.0707,368.885946,1139.7375799,373.885946,1144.7375799
190,1176,84.9,250.74082,743.6001,BARISTAseq,L2/3,250.74082,743.6001,73.989207,961.568133,78.989207,966.568133
191,1178,149.5,250.73258,851.8963,BARISTAseq,L2/3,250.73258,851.8963,167.78925,1015.6941722,172.78925,1020.6941722
192,1179,141.4,249.99574,864.0249,BARISTAseq,L2/3,249.99574,864.0249,177.926553,1022.3934178,182.926553,1027.3934178
193,1180,60.43,248.65305,929.8236,BARISTAseq,L2/3,248.65305,929.8236,234.249123,1056.438014,239.249123,1061.438014
194,1181,57.36,251.09937,950.8208,BARISTAseq,L2/3,251.09937,950.8208,253.659043,1064.8120113,258.659043,1069.8120113
195,1182,59.68,247.16986,957.2944,BARISTAseq,L2/3,247.16986,957.2944,257.30267,1071.4507415,262.30267,1076.4507415
196,1183,182.7,253.06094,968.0701,BARISTAseq,L2/3,253.06094,968.0701,269.580301,1071.7329264,274.580301,1076.7329264
197,1184,24.78,253.29763,998.0707,BARISTAseq,L2/3,253.29763,998.0707,295.684517,1086.520108,300.684517,1091.520108
198,1186,49.13,247.53249,1079.9122,BARISTAseq,L2/3,247.53249,1079.9122,363.69311,1132.4124643,368.69311,1137.4124643
199,1187,49.78,248.85021,1103.7854,BARISTAseq,L2/3,248.85021,1103.7854,385.030094,1143.2012246,390.030094,1148.2012246
200,1188,136.9,247.59419,1113.0345,BARISTAseq,L2/3,247.59419,1113.0345,392.413827,1148.9112154,397.413827,1153.9112154
201,1189,130.6,250.96055,1130.7499,BARISTAseq,L2/3,250.96055,1130.7499,409.440846,1154.8482692,414.440846,1159.8482692
202,1214,63.53,258.58546,721.2083,BARISTAseq,L2/3,258.58546,721.2083,58.514079,943.5834077,63.514079,948.5834077
203,1215,192.7,251.0235,726.7967,BARISTAseq,L2/3,251.0235,726.7967,59.575695,952.9261131,64.575695,957.9261131
204,1216,28.06,251.31467,754.0365,BARISTAseq,L2/3,251.31467,754.0365,83.315828,966.2864824,88.315828,971.2864824
205,1217,102.1,257.33712,788.2468,BARISTAseq,L2/3,257.33712,788.2468,115.957711,978.1658468,120.957711,983.1658468
206,1218,67.5,252.56345,800.7941,BARISTAseq,L2/3,252.56345,800.7941,124.440419,988.5709921,129.44041900000002,993.5709921
207,1219,83.8,254.90404,831.9644,BARISTAseq,L2/3,254.90404,831.9644,152.609163,1002.1203324,157.609163,1007.1203324
208,1220,200.6,255.01992,843.2903,BARISTAseq,L2/3,255.01992,843.2903,162.477347,1007.6798508,167.477347,1012.6798508
209,1221,34.28,259.12029,863.1128,BARISTAseq,L2/3,259.12029,863.1128,181.696308,1014.0340902,186.696308,1019.0340902
210,1223,49.83,256.24638,944.707,BARISTAseq,L2/3,256.24638,944.707,250.935468,1057.2985068,255.935468,1062.2985068
211,1224,39.88,259.00647,977.6651,BARISTAseq,L2/3,259.00647,977.6651,280.862494,1071.3779508,285.862494,1076.3779508
212,1225,63.83,254.65733,983.441,BARISTAseq,L2/3,254.65733,983.441,283.692029,1078.031453,288.692029,1083.031453
